,User,Location,Tweet,Tweet_clean,Tweet_token,Tweet_nonstop
1783,JaninaSamhain,,Every time I think of as I feel like my life is over I dont want to live to see the 3rd film happen I cant I wish I had the strength to do it just so I wouldnt burden you all I know you hate me sorry such a bad,Every time I think of as I feel like my life is over I dont want to live to see the rd film happen I cant I wish I had the strength to do it just so I wouldnt burden you all I know you hate me sorry such a bad,"['every', 'time', 'i', 'think', 'of', 'as', 'i', 'feel', 'like', 'my', 'life', 'is', 'over', 'i', 'dont', 'want', 'to', 'live', 'to', 'see', 'the', 'rd', 'film', 'happen', 'i', 'cant', 'i', 'wish', 'i', 'had', 'the', 'strength', 'to', 'do', 'it', 'just', 'so', 'i', 'wouldnt', 'burden', 'you', 'all', 'i', 'know', 'you', 'hate', 'me', 'sorry', 'such', 'a', 'bad']","['every', 'time', 'think', 'feel', 'like', 'life', 'dont', 'want', 'live', 'see', 'rd', 'film', 'happen', 'cant', 'wish', 'strength', 'wouldnt', 'burden', 'know', 'hate', 'sorry', 'bad']"
1784,Haidyhossaam,"Alexandria, Egypt",I just cant handle some of the people in my life,I just cant handle some of the people in my life,"['i', 'just', 'cant', 'handle', 'some', 'of', 'the', 'people', 'in', 'my', 'life']","['cant', 'handle', 'people', 'life']"
1785,supershyweeb2,"He/Him, 18+, 🇮🇳",I talk about but I cant I dont know I just feel like it would be better if I could be open about it,I talk about but I cant I dont know I just feel like it would be better if I could be open about it,"['i', 'talk', 'about', 'but', 'i', 'cant', 'i', 'dont', 'know', 'i', 'just', 'feel', 'like', 'it', 'would', 'be', 'better', 'if', 'i', 'could', 'be', 'open', 'about', 'it']","['talk', 'cant', 'dont', 'know', 'feel', 'like', 'would', 'better', 'could', 'open']"
1786,tabxtha,Mississippi | Snap👻 ta-bithaa,data for my watch I dont use it at all Its just a waste of money that I can save,data for my watch I dont use it at all Its just a waste of money that I can save,"['data', 'for', 'my', 'watch', 'i', 'dont', 'use', 'it', 'at', 'all', 'its', 'just', 'a', 'waste', 'of', 'money', 'that', 'i', 'can', 'save']","['data', 'watch', 'dont', 'use', 'waste', 'money', 'save']"
1787,HeathenFromHell,,And I know we werent perfect but never felt this way for no I just cant imagine how you could be so now that gone,And I know we werent perfect but never felt this way for no I just cant imagine how you could be so now that gone,"['and', 'i', 'know', 'we', 'werent', 'perfect', 'but', 'never', 'felt', 'this', 'way', 'for', 'no', 'i', 'just', 'cant', 'imagine', 'how', 'you', 'could', 'be', 'so', 'now', 'that', 'gone']","['know', 'werent', 'perfect', 'never', 'felt', 'way', 'cant', 'imagine', 'could', 'gone']"
1788,GenericHandle18,"South West, England",These show that we really do not have a viable option the squad to replace at the moment I just dont get why the club cant see that,These show that we really do not have a viable option the squad to replace at the moment I just dont get why the club cant see that,"['these', 'show', 'that', 'we', 'really', 'do', 'not', 'have', 'a', 'viable', 'option', 'the', 'squad', 'to', 'replace', 'at', 'the', 'moment', 'i', 'just', 'dont', 'get', 'why', 'the', 'club', 'cant', 'see', 'that']","['show', 'really', 'viable', 'option', 'squad', 'replace', 'moment', 'dont', 'get', 'club', 'cant', 'see']"
1789,TaviKB_95,"Binghamton, NY",just saying cause tired of looking like I cant spell,just saying cause tired of looking like I cant spell,"['just', 'saying', 'cause', 'tired', 'of', 'looking', 'like', 'i', 'cant', 'spell']","['saying', 'cause', 'tired', 'looking', 'like', 'cant', 'spell']"
1790,wixson_gap,,silvpscl793s its not that theyre bad its just that there were better now bad blood though thats the one i really cant get to like the chorus is a bit cringe,silvpscl793s its not that theyre bad its just that there were better now bad blood though thats the one i really cant get to like the chorus is a bit cringe,"['silvpscl793s', 'its', 'not', 'that', 'theyre', 'bad', 'its', 'just', 'that', 'there', 'were', 'better', 'now', 'bad', 'blood', 'though', 'thats', 'the', 'one', 'i', 'really', 'cant', 'get', 'to', 'like', 'the', 'chorus', 'is', 'a', 'bit', 'cringe']","['silvpscl793s', 'theyre', 'bad', 'better', 'bad', 'blood', 'though', 'thats', 'one', 'really', 'cant', 'get', 'like', 'chorus', 'bit', 'cringe']"
1791,afrancis_oafc,"Glossop, England",Jmjm803 Cant understand whats to I hey just LIE,Jmjm803 Cant understand whats to I hey just LIE,"['jmjm803', 'cant', 'understand', 'whats', 'to', 'i', 'hey', 'just', 'lie']","['jmjm803', 'cant', 'understand', 'whats', 'hey', 'lie']"
1792,Astromarine,"Wettingen, Switzerland",all the people go find a Black creator and pay them I dont care for what just pay them Its the least you can do,all the people go find a Black creator and pay them I dont care for what just pay them Its the least you can do,"['all', 'the', 'people', 'go', 'find', 'a', 'black', 'creator', 'and', 'pay', 'them', 'i', 'dont', 'care', 'for', 'what', 'just', 'pay', 'them', 'its', 'the', 'least', 'you', 'can', 'do']","['people', 'go', 'find', 'black', 'creator', 'pay', 'dont', 'care', 'pay', 'least']"
1793,whos_bleaker,she/her,I cant just get better my mood been black for 3 days,I cant just get better my mood been black for days,"['i', 'cant', 'just', 'get', 'better', 'my', 'mood', 'been', 'black', 'for', 'days']","['cant', 'get', 'better', 'mood', 'black', 'days']"
1794,brontecottage,,Telegraph I do really appreciate you sending the article But this title turns me off getting our people better is no more a competition than counting dead people is Its a dreadful set of that beset us all there are many everyone does their best,Telegraph I do really appreciate you sending the article But this title turns me off getting our people better is no more a competition than counting dead people is Its a dreadful set of that beset us all there are many everyone does their best,"['telegraph', 'i', 'do', 'really', 'appreciate', 'you', 'sending', 'the', 'article', 'but', 'this', 'title', 'turns', 'me', 'off', 'getting', 'our', 'people', 'better', 'is', 'no', 'more', 'a', 'competition', 'than', 'counting', 'dead', 'people', 'is', 'its', 'a', 'dreadful', 'set', 'of', 'that', 'beset', 'us', 'all', 'there', 'are', 'many', 'everyone', 'does', 'their', 'best']","['telegraph', 'really', 'appreciate', 'sending', 'article', 'title', 'turns', 'getting', 'people', 'better', 'competition', 'counting', 'dead', 'people', 'dreadful', 'set', 'beset', 'us', 'many', 'everyone', 'best']"
1795,quelfsilv,,crazy off the better off dead they said,crazy off the better off dead they said,"['crazy', 'off', 'the', 'better', 'off', 'dead', 'they', 'said']","['crazy', 'better', 'dead', 'said']"
1796,vanhootl,"Kansas City, USA",to I mean you cant deny that many people are better theyre not better off now A lot of them are dead,to I mean you cant deny that many people are better theyre not better off now A lot of them are dead,"['to', 'i', 'mean', 'you', 'cant', 'deny', 'that', 'many', 'people', 'are', 'better', 'theyre', 'not', 'better', 'off', 'now', 'a', 'lot', 'of', 'them', 'are', 'dead']","['mean', 'cant', 'deny', 'many', 'people', 'better', 'theyre', 'better', 'lot', 'dead']"
1797,ConorOsterman,,Stomper2628 Exactly Even gave the gun to the other dude and said something like better make sure theyre dead despicable human being and people should be thankful that monster is off the face of the planet Not to mention he had been on death row for like 30,Stomper2628 Exactly Even gave the gun to the other dude and said something like better make sure theyre dead despicable human being and people should be thankful that monster is off the face of the planet Not to mention he had been on death row for like,"['stomper2628', 'exactly', 'even', 'gave', 'the', 'gun', 'to', 'the', 'other', 'dude', 'and', 'said', 'something', 'like', 'better', 'make', 'sure', 'theyre', 'dead', 'despicable', 'human', 'being', 'and', 'people', 'should', 'be', 'thankful', 'that', 'monster', 'is', 'off', 'the', 'face', 'of', 'the', 'planet', 'not', 'to', 'mention', 'he', 'had', 'been', 'on', 'death', 'row', 'for', 'like']","['stomper2628', 'exactly', 'even', 'gave', 'gun', 'dude', 'said', 'something', 'like', 'better', 'make', 'sure', 'theyre', 'dead', 'despicable', 'human', 'people', 'thankful', 'monster', 'face', 'planet', 'mention', 'death', 'row', 'like']"
1798,SybilT2,"New York, NY",He did mention that many of the people she were better off because of Trump were now dead That was about it though,He did mention that many of the people she were better off because of Trump were now dead That was about it though,"['he', 'did', 'mention', 'that', 'many', 'of', 'the', 'people', 'she', 'were', 'better', 'off', 'because', 'of', 'trump', 'were', 'now', 'dead', 'that', 'was', 'about', 'it', 'though']","['mention', 'many', 'people', 'better', 'trump', 'dead', 'though']"
1799,TheMadRegis,"Allen, TX",I just finished the first episode and crying The music is always provoking and seeing the wake just me every time a man who thought be better off dead realizing that people do care its beautiful man,I just finished the first episode and crying The music is always provoking and seeing the wake just me every time a man who thought be better off dead realizing that people do care its beautiful man,"['i', 'just', 'finished', 'the', 'first', 'episode', 'and', 'crying', 'the', 'music', 'is', 'always', 'provoking', 'and', 'seeing', 'the', 'wake', 'just', 'me', 'every', 'time', 'a', 'man', 'who', 'thought', 'be', 'better', 'off', 'dead', 'realizing', 'that', 'people', 'do', 'care', 'its', 'beautiful', 'man']","['finished', 'first', 'episode', 'crying', 'music', 'always', 'provoking', 'seeing', 'wake', 'every', 'time', 'man', 'thought', 'better', 'dead', 'realizing', 'people', 'care', 'beautiful', 'man']"
1800,Craiger1874,"Birmingham, England",Youd be better off listening to my dead hamster that this Tory,Youd be better off listening to my dead hamster that this Tory,"['youd', 'be', 'better', 'off', 'listening', 'to', 'my', 'dead', 'hamster', 'that', 'this', 'tory']","['youd', 'better', 'listening', 'dead', 'hamster', 'tory']"
1801,DrCristinaF,"Miami, FL",If its a white old you are a minority disabled have mental illness immigrant forget it as hysteria liar drug seeker should be are better off dead Why does that familiar,If its a white old you are a minority disabled have mental illness immigrant forget it as hysteria liar drug seeker should be are better off dead Why does that familiar,"['if', 'its', 'a', 'white', 'old', 'you', 'are', 'a', 'minority', 'disabled', 'have', 'mental', 'illness', 'immigrant', 'forget', 'it', 'as', 'hysteria', 'liar', 'drug', 'seeker', 'should', 'be', 'are', 'better', 'off', 'dead', 'why', 'does', 'that', 'familiar']","['white', 'old', 'minority', 'disabled', 'mental', 'illness', 'immigrant', 'forget', 'hysteria', 'liar', 'drug', 'seeker', 'better', 'dead', 'familiar']"
1802,look4goodinppl,3rd star to the right 💫,unconvincing of presidency she the kicker I mean you cant deny that many people are better theyre not better off now A lot of them are dead,unconvincing of presidency she the kicker I mean you cant deny that many people are better theyre not better off now A lot of them are dead,"['unconvincing', 'of', 'presidency', 'she', 'the', 'kicker', 'i', 'mean', 'you', 'cant', 'deny', 'that', 'many', 'people', 'are', 'better', 'theyre', 'not', 'better', 'off', 'now', 'a', 'lot', 'of', 'them', 'are', 'dead']","['unconvincing', 'presidency', 'kicker', 'mean', 'cant', 'deny', 'many', 'people', 'better', 'theyre', 'better', 'lot', 'dead']"
1803,drmalowais,planet earth,basically and you are better off being than dead,basically and you are better off being than dead,"['basically', 'and', 'you', 'are', 'better', 'off', 'being', 'than', 'dead']","['basically', 'better', 'dead']"
1804,StephenGlahn,Texas,Well they are not better off now A lot of them are Bill better off thanks to Trump,Well they are not better off now A lot of them are Bill better off thanks to Trump,"['well', 'they', 'are', 'not', 'better', 'off', 'now', 'a', 'lot', 'of', 'them', 'are', 'bill', 'better', 'off', 'thanks', 'to', 'trump']","['well', 'better', 'lot', 'bill', 'better', 'thanks', 'trump']"
1805,tlrd,Everywhere,Bill Down Defense of Legacy That Many Are Better Off A Lot of Them Are Dead WATCH,Bill Down Defense of Legacy That Many Are Better Off A Lot of Them Are Dead WATCH,"['bill', 'down', 'defense', 'of', 'legacy', 'that', 'many', 'are', 'better', 'off', 'a', 'lot', 'of', 'them', 'are', 'dead', 'watch']","['bill', 'defense', 'legacy', 'many', 'better', 'lot', 'dead', 'watch']"
1806,rhholt,"Charlotte, NC",Remember a lot went right People are better off and you cant deny Well a lot of them are,Remember a lot went right People are better off and you cant deny Well a lot of them are,"['remember', 'a', 'lot', 'went', 'right', 'people', 'are', 'better', 'off', 'and', 'you', 'cant', 'deny', 'well', 'a', 'lot', 'of', 'them', 'are']","['remember', 'lot', 'went', 'right', 'people', 'better', 'cant', 'deny', 'well', 'lot']"
1807,queekie1,"Illinois, USA",And Bill let her hawk that we are better off because of her boss without 400000 dead millions in food millions getting total vaccine failure millions in unemployment extreme social collapse He totally out on us,And Bill let her hawk that we are better off because of her boss without dead millions in food millions getting total vaccine failure millions in unemployment extreme social collapse He totally out on us,"['and', 'bill', 'let', 'her', 'hawk', 'that', 'we', 'are', 'better', 'off', 'because', 'of', 'her', 'boss', 'without', 'dead', 'millions', 'in', 'food', 'millions', 'getting', 'total', 'vaccine', 'failure', 'millions', 'in', 'unemployment', 'extreme', 'social', 'collapse', 'he', 'totally', 'out', 'on', 'us']","['bill', 'let', 'hawk', 'better', 'boss', 'without', 'dead', 'millions', 'food', 'millions', 'getting', 'total', 'vaccine', 'failure', 'millions', 'unemployment', 'extreme', 'social', 'collapse', 'totally', 'us']"
